name,threads,outer,inner,N,nnz,diarow_sd,diarow_mflops,diarow_sum,bdiarow_sd,bdiarow_mflops,bdiarow_sum,diannz_sd,diannz_mflops,diannz_sum,bdiannz_sd,bdiannz_mflops,bdiannz_sum
adaptive,5,30,25,6815744,27248640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ia2010,5,30,25,216007,1021170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ms2010,5,30,500,171778,839980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
wing_nodal,5,30,500,10937,150976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
delaunay_n17,5,30,500,131072,786352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
asia_osm,5,30,25,11950757,25423206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
n3c6-b1,5,30,250000,105,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ch5-5-b3,5,30,25000,600,2400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
m133-b3,5,30,500,200200,800800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
shar_te2-b3,5,30,500,200200,800800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
n3c6-b7,5,30,2500,6435,51480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ch7-8-b5,5,30,500,141120,846720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
struct3,5,30,25,53570,1173694,430.972188197,7014.10756972,13396,393.386797805,6797.45559846,13396,539.359161493,6593.78651685,13396,405.462511082,6719.6221374,13396
3dtube,5,30,25,45330,3213618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gearbox,5,30,25,153746,9080404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cfd1,5,30,25,70656,1825580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cfd2,5,30,25,123440,3085406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
struct4,5,30,500,4350,237798,273.267504171,6679.71910112,60547,319.024880302,6587.20221607,60547,122.983704361,6698.53521127,60547,610.981084625,6363.90722569,60547
graham1,5,30,500,9035,335472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rma10,5,30,25,46835,2329092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pres_Poisson,5,30,500,14822,715804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
comsol,5,30,2500,1500,97645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD06_theory,5,30,250000,101,380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD99_b,5,30,250000,64,252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HEP-th-new,5,30,500,27770,352807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD06_Java,5,30,25000,1538,8032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD98_c,5,30,250000,112,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD97_b,5,30,250000,47,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kohonen,5,30,5000,4470,12731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD00_a,5,30,250000,352,458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD01_b,5,30,500000,18,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EVA,5,30,25000,8497,6726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
USAir97,5,30,25000,332,4252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos02,5,30,5000,6927,16944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos982,5,30,5000,5822,14750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
yeast,5,30,5000,2361,13828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
California,5,30,5000,9664,16150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD01_c,5,30,250000,33,135,12.1614431012,289.037967456,23190,2.4997806176,172.164597858,23190,12.4426223204,307.050796058,23190,2.8450645555,173.299101412,23190
Ragusa16,5,30,500000,24,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GlossGT,5,30,250000,72,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
patents_main,5,30,500,240547,560943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD97_a,5,30,250000,84,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tina_DisCog,5,30,500000,11,48,16.2530323346,128.422366896,51329,1.24243334469,61.7125224994,58335,9.33362486313,96.6313246544,837,1.10584762969,61.9808031679,58335
EPA,5,30,25000,4772,8965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD96_a,5,30,250000,1096,1677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos981,5,30,25000,485,2762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sandi_authors,5,30,250000,86,248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dictionary28,5,30,500,52652,178076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Roget,5,30,25000,1022,5075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zewail,5,30,2500,6752,54233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FA,5,30,2500,10617,72176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD96_b,5,30,250000,111,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD95_b,5,30,500000,73,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD98_a,5,30,500000,38,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CSphd,5,30,250000,1882,1740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
internet,5,30,500,124651,207214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Reuters911,5,30,500,13332,296076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
football,5,30,250000,35,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD96_d,5,30,250000,180,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Journals,5,30,5000,124,12068,21.7766514258,1536.02036487,36011,17.0051770946,1655.41838134,36011,12.830162842,1518.62416107,36011,25.1579797757,1656.17566331,36011
Tina_AskCog,5,30,500000,11,36,14.9721070231,127.013995061,56385,1.54237432679,50.4154607413,45020,11.9497301355,108.140582758,803,1.33528909766,51.1412065537,45020
Erdos991,5,30,25000,492,2834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ODLIS,5,30,5000,2909,18246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD01_Acap,5,30,250000,953,645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EAT_SR,5,30,500,23219,325589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
foldoc,5,30,500,13356,120238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
patents,5,30,25,3774768,14970767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD95_c,5,30,250000,62,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos971,5,30,25000,472,2628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SciMet,5,30,5000,3084,10413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SmaGri,5,30,25000,1059,4919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lederberg,5,30,5000,8843,41601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD97_c,5,30,250000,452,460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD00_c,5,30,250000,638,1041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wordnet3,5,30,500,82670,132964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tina_DisCal,5,30,500000,11,41,13.1534937438,116.642958748,1047,1.70300679668,59.382996186,60345,9.02411594661,112.369815458,3786,1.63928558852,59.5122895297,60345
Erdos992,5,30,5000,6100,15030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Erdos972,5,30,5000,5488,14170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stranke94,5,30,500000,10,90,8.88177902698,159.141813038,7029,1.59723464603,100.300902708,14582,5.40379734875,160.934612863,56097,1.44411616881,101.191814707,14582
GD02_a,5,30,500000,23,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD95_a,5,30,500000,36,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD96_c,5,30,250000,65,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD01_a,5,30,250000,311,645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD98_b,5,30,250000,121,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EAT_RS,5,30,500,23219,325592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD02_b,5,30,250000,80,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SmallW,5,30,250000,396,994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ragusa18,5,30,500000,23,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GD99_c,5,30,250000,105,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
USpowerGrid,5,30,5000,4941,13188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
geom,5,30,5000,7343,23796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si10H16,5,30,500,17077,875923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
H2O,5,30,25,67024,2216736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ga41As41H72,5,30,25,268096,18488476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si41Ge41H72,5,30,25,185639,15011265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Na5,5,30,500,5832,305630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiH4,5,30,500,5041,171903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ga19As19H42,5,30,25,133123,8884839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
benzene,5,30,500,8219,242669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si2,5,30,5000,769,17801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ga10As10H30,5,30,25,113081,6115633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ge87H76,5,30,25,112985,7892195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiNa,5,30,500,5743,198787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ge99H100,5,30,25,112985,8451395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si87H76,5,30,25,240369,10661631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si34H36,5,30,25,97569,5156379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CO,5,30,25,221119,7666057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiO2,5,30,25,155331,11283503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SiO,5,30,25,33401,1317655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ga3As3H12,5,30,25,61349,5970947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Si5H12,5,30,500,19896,738598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GaAsH6,5,30,25,61349,3381809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ABACUS_shell_ud,5,30,500,23412,218484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nlpkkt80,5,30,25,1062400,28192672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OPF_6000,5,30,500,29902,274697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TSC_OPF_300,5,30,500,9774,820783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TSC_OPF_1047,5,30,25,8140,2012833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HTC_336_9129,5,30,500,226340,762969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HTC_336_4438,5,30,500,226340,783496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OPF_10000,5,30,500,43887,426898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OPF_3754,5,30,500,15435,141478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fp,5,30,500,7548,834222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chebyshev4,5,30,25,68121,5377761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chebyshev1,5,30,25000,261,2319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chebyshev3,5,30,5000,4101,36879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chebyshev2,5,30,5000,2053,18447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sts4098,5,30,2500,4098,72356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
laminar_duct3D,5,30,25,67173,3788857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cat_ears_2_1,5,30,250000,85,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
thermal2,5,30,25,1228045,8580313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
thermal1,5,30,500,82654,574458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz40948,5,30,500,40948,412148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz148,5,30,250000,148,1527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz5108,5,30,2500,5108,51412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz2548,5,30,5000,2548,25674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz1268,5,30,5000,1268,12786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz10228,5,30,500,10228,102876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz628,5,30,25000,628,6346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz308,5,30,25000,308,3182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cz20468,5,30,500,20468,206076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Trefethen_150,5,30,25000,150,2040,514.829155762,2936.66026871,25446,212.138910629,2407.55310779,25446,543.625430033,2931.03448276,25446,191.109175302,2348.4267076,25446
Trefethen_200b,5,30,25000,199,2873,323.333849963,3100.35971223,35746,150.969655106,1975.02291476,35746,402.121654345,3032.7234342,35746,186.844823238,1937.72482014,35746
Trefethen_700,5,30,5000,700,12654,663.582391396,13090.3448276,46740,435.581189558,8530.78651685,46740,864.76416445,11752.9411765,46740,359.685820725,7975.21008403,46740
Trefethen_2000,5,30,5000,2000,41906,1523.88092786,22133.4507042,59665,908.983462432,20475.2442997,59665,1159.68922947,18820.0598802,59665,1198.8770025,17221.6438356,59665
Trefethen_500,5,30,25000,500,8478,291.728633711,6844.45640474,13350,171.327293918,6131.62970106,13350,186.423577365,6158.3535109,13350,225.182519733,5481.46551724,13350
Trefethen_20000,5,30,500,20000,554466,3639.93855608,28337.274276,63166,1047.41243947,30298.6885246,63166,1310.78399632,25789.1162791,63166,1247.16103314,26072.0689655,63166
Trefethen_200,5,30,25000,200,2890,282.089071905,2784.20038536,41875,189.713432067,2062.32159848,41875,238.160769822,2625.68140521,41875,173.499936875,1997.69585253,41875
Trefethen_20b,5,30,250000,19,147,51.1655482579,451.012476989,55514,4.57516129551,208.984930338,55514,85.263932616,539.515537069,55514,3.89365892742,240.825688073,55514
Trefethen_20000b,5,30,500,19999,554435,1504.66467118,25163.4644478,55485,3178.22858691,25355.2591463,55485,890.708080554,26193.7795276,55485,1135.95167672,26527.9904306,55485
Trefethen_300,5,30,25000,300,4678,1030.11433011,6663.81766382,28495,240.348036592,4204.31396046,28495,491.647835498,5431.11455108,28495,236.063790297,4044.38040346,28495
Trefethen_20,5,30,250000,20,158,131.623267361,981.366459627,10727,3.51710961528,325.72842221,10727,34.9776467503,538.024971623,10727,2.85368862918,255.030668245,10727
linverse,5,30,2500,11999,95977,1266.41748838,24907.5259516,7678,707.236116691,24318.4966216,7678,523.033894143,25480.619469,7678,1507.6893315,23220.2419355,7678
cont-300,5,30,500,180895,988195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
k1_san,5,30,500,67759,559774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tuma1,5,30,2500,22967,87760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tuma2,5,30,5000,12992,49365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-58,5,30,500,37595,552551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ncvxbqp1,5,30,500,50000,349968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-72,5,30,500,84064,707546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
brainpc2,5,30,500,27607,179395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a5esindl,5,30,500,60008,255004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dixmaanl,5,30,500,60000,299998,1775.5454562,28037.1962617,55804,1096.19107092,26392.7859238,55804,4775.78148172,21686.6024096,55804,1210.21149145,26392.7859238,55804
aug3d,5,30,2500,24300,69984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a2nnsnsl,5,30,500,80016,347222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
laser,5,30,25000,3002,9000,202.357923208,16584.7665848,60513,1283.91161008,14346.4399575,60513,518.033027077,14737.9912664,60513,524.405940403,13235.2941176,60513
boyd2,5,30,25,466316,1500397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
aug2d,5,30,2500,29008,76832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bloweybq,5,30,5000,10001,49999,787.696492458,28790.2111324,55220,1296.23633731,27880.4832714,55220,2455.39903267,27522.3853211,55220,797.878177983,26041.1458333,55220
mario001,5,30,500,38434,204912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
d_pretok,5,30,25,182730,1641672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bloweybl,5,30,500,30003,109999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mario002,5,30,25,389874,2097566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
turon_m,5,30,25,189924,1690876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-62ghs,5,30,500,41731,559339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-63,5,30,500,44234,434704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-71,5,30,500,76638,859520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sit100,5,30,2500,10262,61046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
olesnik0,5,30,500,88263,744216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
aug3dcqp,5,30,500,35543,128115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helm2d03,5,30,25,392257,2741935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dtoc,5,30,2500,24993,69972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cvxqp3,5,30,500,17500,114962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
exdata_1,5,30,25,6001,2269500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helm3d01,5,30,500,32226,428444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ncvxqp5,5,30,500,62500,424966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-68,5,30,500,64810,565996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-69,5,30,500,67458,623914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ncvxqp7,5,30,500,87500,574962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spmsrtls,5,30,500,29995,229947,1122.11264832,23384.440678,45366,1261.5094094,22994.7,45366,1022.83761325,23463.9795918,45366,3041.75208875,21830.4113924,45366
ncvxqp3,5,30,500,75000,499964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bratu3d,5,30,500,27792,173796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-70,5,30,500,68924,658986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-59,5,30,500,41282,480536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
darcy003,5,30,25,389874,2097566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
stokes64,5,30,500,12546,140034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
boyd1,5,30,25,93279,1211231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blockqp1,5,30,500,60012,640033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ncvxqp9,5,30,2500,16554,54040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dawson5,5,30,25,51537,1010777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a0nsdsil,5,30,500,80016,355034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bloweya,5,30,500,30004,150009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cont-201,5,30,500,80595,438795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c-55,5,30,500,32780,403450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
aug2dc,5,30,2500,30200,80000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
copter2,5,30,500,55476,759952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
stokes128,5,30,500,49666,558594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bmw3_2,5,30,25,227362,11288630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
qpband,5,30,5000,20000,45000,897.054045155,16791.0447761,7475,1448.06810652,15499.4259472,7475,1075.83162286,16605.1660517,7475,1910.26641621,15000.0,7475
stokes64s,5,30,500,12546,140034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ncvxqp1,5,30,2500,12111,73963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sparsine,5,30,25,50000,1548988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
std1_Jac3,5,30,25,21982,1455374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zd_Jac2,5,30,25,22835,1642407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
std1_Jac2,5,30,25,21982,1248213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
std1_Jac3_db,5,30,500,21982,531826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zd_Jac6,5,30,25,22835,1711557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zd_Jac3_db,5,30,500,22835,713907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zd_Jac2_db,5,30,500,22835,676439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zd_Jac3,5,30,25,22835,1915726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zd_Jac6_db,5,30,500,22835,663643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
std1_Jac2_db,5,30,500,21982,498771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
garon2,5,30,500,13535,373235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
garon1,5,30,2500,3175,84723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
s1rmt3m1,5,30,500,5489,217651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
s2rmt3m1,5,30,500,5489,217681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
s2rmq4m1,5,30,500,5489,263351,155.29908235,5456.16712707,33282,164.186941954,5536.46110722,33282,64.9543942939,5683.83453237,33282,474.348383448,5548.125,33282
s1rmq4m1,5,30,500,5489,262411,70.1750051927,5213.46357616,11123,197.053189813,5414.25722146,11123,325.812561878,5223.84207034,11123,225.374332544,5643.24731183,11123
s3rmt3m3,5,30,500,5357,207123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
s3rmq4m1,5,30,500,5489,262943,210.802341393,5524.01260504,50692,163.198000204,5470.3814147,50692,36.4868502677,5703.7527115,50692,56.1755159687,5808.75552283,50692
s3rmt3m1,5,30,500,5489,217669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bibd_81_2,5,30,25000,3240,3240,1025.55091585,23033.1753555,11401,1971.92084525,19133.8582677,11401,1634.57228129,23940.8866995,11401,1158.66341346,20769.2307692,11401
xenon1,5,30,25,48600,1181120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
xenon2,5,30,25,157464,3866688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ckt11752_tr_0,5,30,500,49702,332807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
trans5,5,30,500,116835,749800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
trans4,5,30,500,116835,749800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dc2,5,30,500,116835,766396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ckt11752_dc_1,5,30,500,49702,333029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dc1,5,30,500,116835,766396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
